id,name,force,level,mechanic,equipment,category,primary_muscles,secondary_muscles,instructions
wger_1823,Clamshell,,,,none (bodyweight exercise),Abs,Glutes|Abs,,"Position Side plank with the elbow and the forearm on the ground and the legs slightly bent.&nbsp; Execution Lift your upper knee while keeping your feet close together, like a “shell opening,” then slowly return to the starting position. Keep your core stable and your hips aligned."
wger_1824,Dumbell Tate Press,,,,"Bench, Dumbbell",Arms,Triceps,Shoulders|Chest,"Set Up : Lie flat with a dumbbell in each hand. Extend your arms straight up over your chest as if you were at the top of a dumbbell bench press Starting Position : Position the dumbbells so they are touching or very close together with a pronated grip (palms facing your feet and thumbs facing each other) Lowering : Without moving your upper arms or shoulders, bend your elbows and flare them outward to the sides. Lower the inner ends of the dumbbells toward the center of your chest Touch and Pause : Gently touch the dumbbells to your chest. Do not rest the weight on your body; maintain constant tension in your triceps Press : Forcefully extend your elbows to return the dumbbells to the starting position. Focus on ""pushing your pinkies toward the sky"" to maximize triceps engagement https://www.youtube.com/watch?v=IgSjoXbpy1M&amp;t=2"
wger_1825,Chest-Supported Rear Delt Raise,,,,"Bench, Dumbbell",Shoulders,Shoulders,Trapezius,"""The Y""Position: Set an incline bench to 30-45 degrees. Lie face-down with your chest supported, keeping your head neutral or looking slightly down to avoid neck strain.Grip: Hold light dumbbells with a neutral or thumbs-up grip (thumb pointing to the ceiling).Movement: With straight or slightly bent elbows, raise the dumbbells up and out in a ""Y"" shape. Focus on moving the shoulders and shoulder blades rather than just lifting the arms.Top Position: Squeeze the shoulder blades together and reach high, ensuring the arms are angled to form a ""Y"".Control: Lower the dumbbells slowly to the starting position."
wger_1826,Band pull-apart with external rotation,,,,Resistance band,Shoulders,Shoulders,,"Stand tall with your feet shoulder-width apart, chest out, and shoulders back. Hold the resistance band with both hands, palms facing up or facing each other, depending on the band type. Bend your elbows at a 90-degree angle and glue your upper arms to your sides. The band should have some tension in the starting position, with your hands closer together in front of your stomach. Rotate Outward: While keeping your elbows tucked into your sides, slowly move your hands away from each other, stretching the band. Squeeze: Squeeze your shoulder blades together and down as you rotate your hands outward. Range of Motion: Rotate your hands as far outward as you comfortably can without allowing your elbows to leave your sides. Hold: Hold the end position for 1–2 seconds to maximize muscle engagement. Return: Slowly and with control, bring your hands back to the starting position."
wger_1827,Double-Leg Abdominal Press,,,,"Gym mat, none (bodyweight exercise)",Abs,Abs,,Lie on your back with knees and hips bent at 90 degrees (tabletop). Place your hands on your thighs just above your knees. Push your hands against your knees as hard as possible while using your abs to pull your knees toward your hands. Hold for 10 seconds of maximum effort. Your abs should be shaking.
wger_1828,Abdominal Draw-In,,,,none (bodyweight exercise),Abs,Abs,,Lie on your back with knees bent. Gently pull your belly button toward your spine without moving your hips or holding your breath.
wger_1829,Landmine Squat to Press,,,,Barbell,Legs,Shoulders|Glutes|Quads,Hamstrings|Abs,"Bar Position: Anchor one end of a barbell in a landmine attachment or a secure corner. Stance: Stand facing the barbell with feet slightly wider than shoulder-width. Turn your toes out 10–35 degrees to allow for better pelvic movement and depth. Grip: Cup the free end of the barbell with both hands (fingers interlaced or overlapping) and hold it at mid-chest level, just below the collarbone.&nbsp; Descent: Brace your core and sit back into a squat, keeping your chest up and weight on your heels. Depth: Lower until your thighs are at least parallel to the floor. A good reference is when your elbows touch the tops of your thighs or just inside your knees. Posture: Ensure your back remains flat and your spine neutral throughout the movement.&nbsp; Drive: Powerfully drive through your heels to stand up. Use the momentum from your legs to ""thrust"" the weight upward. Extension: In one fluid motion, press the bar overhead until your arms are fully extended. At the top, your biceps should be near your ears. The ""Lean"": As you reach the top of the press, lean slightly forward into the bar to encourage proper upward rotation of the shoulder blades and avoid lower back arching.&nbsp; Slowly lower the barbell back to chest height in a controlled manner before immediately beginning the next repetition."
wger_1830,Barbell Step Back Lunge,,,,Barbell,Legs,Quads,,"Step 1: Stand with your feet hip-width apart, holding a barbell on your upper back. Step 2: Keep your back straight, chest up, and core engaged. Step 3: Take a step back with one leg and lower your body by bending both knees. Ensure that your back knee nearly touches the ground. Step 4: Push off your back foot to return to the starting position. Step 5: Repeat the movement with the other leg. Continue alternating between legs for the desired repetitions."
wger_1831,Hammerstrength Decline Chest Press,,,,,Chest,Chest,Shoulders|Triceps,"1. Sit upright in a hammerstrength decline chest press machine while squeezing your shoulder blades together and placing your heels firmly on the ground underneath your knees. 2. The back pad should be contact with your head, shoulders, and butt at all times. 3. Grab ahold of the handles with an overhand grip just outside shoulder-width apart just below your chest. 4. Keeping your core braced by breathing into your stomach and flexing the abdominal muscles, push through your palms to extend your elbows while keeping them at a 45 degree angle from your torso. 5. Once your arms are fully extended, return to the starting position."
wger_1832,Ring Support Hold,,,,,Chest,,,"Hold yourself in a support position on gymnastic rings with arms straight at sides. Focus on keeping rings turned out slightly and maintaining hollow body position. This is an isometric hold for chest, shoulders, and triceps."
wger_1833,Floor Glider Hamstring Curls,,,,,Shoulders,,,"Lie on back with heels on floor gliders or towels. Lift hips into a bridge, then slide heels toward glutes while keeping hips elevated. Slowly return to the starting position while maintaining the hip bridge."
wger_1834,Trap-3 Raise,,,,none (bodyweight exercise),Back,Trapezius,,"Hinge forwards and bend your knees slightly. Depress and retract the shoulder you will use. Rest the other hand on your knee. Raise your hand about 15 degrees overhead, maintaining the position of your shoulder."
wger_1835,External Rotation Stretch,,,,Barbell,Shoulders,Shoulders|Trapezius,,"Sit with your feet pressed against each other, and one knee raised all the way out to the side of your body. Place your elbow on your raised knee, bend it at 90 degrees, and point your hand directly forward, holding your barbell/dumbbell. Keep your shoulder depressed and retracted, raise your hand until your forearm is vertical, as if you were about to wave at someone like a robot. Lower your hand to the original position and repeat."
wger_1838,Banded Shoulder Drills,,,,Resistance band,Shoulders,Shoulders|Chest|Trapezius,,"Attach a resistance band to something solid behind you. Stand away from it, holding it in your hand so it is taut. See the attached youtube video: https://www.youtube.com/watch?v=zdwEWchSjrI ."
wger_1839,Solo Hip Flexor Stretch,,,,none (bodyweight exercise),Legs,,,See this instructive video: https://www.youtube.com/watch?v=qHwyBHS6MQs .
wger_1840,Bent-Leg Hamstring Stretch,,,,none (bodyweight exercise),Legs,,,See this instructional video from Stretch Therapy: https://www.youtube.com/watch?v=CrF2iMnn09w .
wger_1841,Seated Shoulder Extension Stretch,,,,none (bodyweight exercise),Shoulders,Lats|Chest,,"Sit with your hands behind you, shoulder width apart. Lock your elbows. Scoot your feet and hips out forwards, lowering your shoulders down towards ground. Go as far as possible to obtain a good stretch. See the video: https://www.youtube.com/watch?v=ihUAbG0e8zw"
wger_1842,Banded Clamshell,,,,Resistance band,Legs,Glutes|Abs,Quads,"Position Side plank with the elbow and the forearm on the ground and the legs slightly bent. Stretch a doubled-up resistance band between your thighs, just above the knee. Execution Lift your upper knee while keeping your feet close together, like a “shell opening,” then slowly return to the starting position. Keep your core stable and your hips aligned."
wger_1397,Standing Pancake Good Morning,,,,none (bodyweight exercise),Legs,Hamstrings,,"Stand with your feet wider than shoulder-width apart and toes pointed slightly outward. Place your hands on the back of your head. Hinge at your hips and lower your upper body towards the ground, keeping your back straight and chest open."
wger_1845,Seated Pancake Good Morning,,,,none (bodyweight exercise),Legs,Glutes,,"Sit with your legs completely straight (knees locked), spread wide in a straddle position. Place your hands on the back of your neck. Hinge your torso and head towards the floor."
wger_1846,Horse Stance (Side Splits),,,,none (bodyweight exercise),Legs,Glutes,,"Stand as for a squat, with your feet wide and your toes pointed slightly outwards. Gently squat into a deep, wide squat - your hips should be below your knees. Hold for 3 to 5 seconds. Come up under control, and repeat as needed."
wger_1847,Straddle L-Sit,,,,none (bodyweight exercise),Abs,Abs,Lats|Chest|Quads|Serratus anterior,"With your legs in a sitting saddle position, push your body upwards off the ground. Your legs should be horizontal and point straight outwards. Your arms should be between your legs. Hold isometrically as long as required."
wger_1852,L-sit,,,,none (bodyweight exercise),Abs,Lats|Chest|Abs,Quads|Triceps,"Sit on the ground with your legs together and your arms by your sides. Push your body off the ground using your hands, maintaining the same sitting position so that your legs are straight and your feet do not touch the floor. Hold for as long as required."
